pincode,DVI
122011,0.8297080904698145
122015,0.7017908017908018
122016,0.5135912698412699
122017,0.9025612273526552
122018,0.7934899932249047
122051,0.6923571555150503
122052,0.35555555555555557
122098,0.3
122101,0.8766007210833102
122102,0.8502398629162184
122103,0.8416594279654556
122104,0.912945645933157
122105,0.8888025115450481
122107,0.7646441104547923
122108,0.8363108956217978
122413,0.850996428895561
122414,0.690473649955541
122502,0.7680299417270899
122503,0.7842935694968924
122504,0.8213893351989603
122505,0.8863701089665487
122506,0.8773115560289645
122508,0.8319809416648737
123001,0.8976647092511117
123021,0.8998267710828806
123023,0.8072453125938889
123024,0.8289924317248216
123027,0.8624203394033088
123028,0.781253819493881
123029,0.8669729292040139
123034,0.8563737822528131
123035,0.8079533187339468
123101,0.7762911209655442
123102,0.8439014714620251
123103,0.7807054134785227
123106,0.8942795826648086
123110,0.6504629629629629
123301,0.7787704188722289
123302,0.7861141707447791
123303,0.8333863358040433
123401,0.8646373832899114
123411,0.9003436804717284
123412,0.7647192662285542
123501,0.8784452388981676
124001,0.9314101003938098
124021,0.7489699350409594
124022,0.7084617604617605
124102,0.7129564879564879
124103,0.8837934213236579
124104,0.7609547515582984
124105,0.8662501580209914
124106,0.7980751541991461
124107,0.8350359815830987
124108,0.8312867874430087
124109,0.8636365072612243
124111,0.8079369704369704
124112,0.8951310705634854
124113,0.8689586583811767
124142,0.7793531871764138
124146,0.8474541971827946
124201,0.6818177270908363
124202,0.7365791071673424
124303,0.83309805759149
124401,0.8447173075850308
124404,0.5107142857142858
124406,0.7710170250896058
124411,0.7917188987912672
124412,0.7326344951344952
124501,0.85863456815433
124504,0.6148867254749607
124505,0.7764439400468812
124506,0.7169675562532706
124507,0.9114314270392744
124513,0.7731453731453731
124514,0.8242481177250308
125001,0.9309134326816245
125004,0.8344539253709888
125005,0.8071215722104133
125006,0.7461097842400363
125033,0.912293185452969
125037,0.7021978021978021
125038,0.8479824378785702
125039,0.9258404095582902
125042,0.8923577435414547
125044,0.8167600281857292
125047,0.7795682542264941
125048,0.7428403334962556
125049,0.8076316849240726
125050,0.8167105978973674
125051,0.928036442320753
125052,0.8600787717306113
125053,0.835705538032502
125054,0.7888676678464477
125055,0.8941744803028032
125058,0.7074829931972789
125060,0.8642865451107108
125075,0.9183738756943354
125076,0.8825722452443363
125077,0.8193356766219453
125078,0.8412792546967869
125101,0.7270459320091673
125102,0.932875743248174
125103,0.8125609243526597
125104,0.8677057085609219
125106,0.7979600445211505
125110,0.8661430446760864
125111,0.8224594801019796
125112,0.6510216130324826
125113,0.7953978230638291
125120,0.8830531110538372
125121,0.9082447221251225
125133,0.8724274019372058
125201,0.8877856092184258
126101,0.8652039959263892
126102,0.8650371849658608
126110,0.8158838505085024
126111,0.8034945333576288
126112,0.8545156380946601
126113,0.8532943769179806
126114,0.8602487718690813
126115,0.9286143994533222
126116,0.9301762175423822
126125,0.8738898578640113
126152,0.8717212585817342
127021,0.9168496423439467
127022,0.6772745116566627
127025,0.640265059015059
127026,0.7460584392873395
127027,0.8052759631139849
127028,0.8251515744364708
127029,0.7539366966882446
127030,0.6983913009075547
127031,0.8788049806928216
127032,0.8779758423079894
127035,0.8137813594476991
127040,0.8154403730087068
127041,0.8474180424838319
127042,0.7850973657475206
127043,0.8366852321065167
127045,0.42178932178932177
127046,0.8857237801585782
127110,0.5992063492063492
127111,0.7661007845310642
127114,0.864716335678152
127201,0.879309424000269
127306,0.8263023093938214
127307,0.6271146981673298
127308,0.8235275960657868
127309,0.7739856370663939
127310,0.762465913379252
127311,0.0
127312,0.7877548950304368
131001,0.9064569569241883
131021,0.8037273534376205
131022,0.7193177290545711
131023,0.8561793179218853
131024,0.8138907055188277
131027,0.8596822710807166
131028,0.8764874266732091
131029,0.8307342903582565
131039,0.7066560918026449
131101,0.8268867791918295
131102,0.7600825958198743
131103,0.8649560026900768
131301,0.8545925968014664
131302,0.8584026564807927
131304,0.8060971623433814
131305,0.8107950621525283
131306,0.8069468178587176
131402,0.8819551992382637
131403,0.8090389311543157
131408,0.8707781108801083
131409,0.7626995400432901
132001,0.9243337040688562
132022,0.80515920522714
132023,0.7512596784009464
132024,0.7958464930360525
132036,0.8577080384707644
132037,0.8319918216973498
132039,0.8633950591288001
132040,0.8054036137436247
132041,0.895085418646313
132046,0.8046660485416423
132054,0.8606777143144312
132101,0.8458230607249448
132102,0.6358699035169624
132103,0.9204567092121062
132104,0.896564324643962
132105,0.774286116341743
132106,0.16666666666666666
132107,0.8689987404621415
132108,0.841600639690165
132113,0.8238922919323663
132114,0.8680553638178649
132115,0.7299439197166471
132116,0.8685309489716406
132117,0.8904175863201463
132122,0.7645221445221445
132140,0.8588645715295744
132145,0.7863397170462387
132157,0.8939714526180277
133001,0.9118689719357607
133004,0.8652670119551267
133005,0.8015674221473646
133006,0.5
133021,0.6388888888888888
133101,0.7283840711260066
133102,0.8364269876464998
133103,0.9111569465112713
133104,0.8630575703959639
133105,0.47222222222222215
133201,0.8744645257866942
133202,0.7641859774212715
133203,0.8645632570735322
133204,0.8768532273261304
133205,0.8535814589193098
133206,0.7881523974597067
133301,0.705018713170887
133302,0.8954106498738774
134003,0.9391060468070627
134007,0.8034882750100142
134011,0.600462962962963
134101,0.3333333333333333
134102,0.8668098012322198
134104,0.698989898989899
134107,0.7418883800043221
134108,0.7806349206349207
134109,0.8734549401865654
134112,0.7886001642036125
134113,0.8830320986399629
134114,0.5713512677798392
134115,0.4380952380952381
134116,0.9194871924363676
134117,0.6354700854700854
134118,0.7504047973999145
134201,0.626491262514321
134202,0.867406089474458
134203,0.9025016934713939
134204,0.8134780806566655
134205,0.6691572338050666
135001,0.871921582259277
135002,0.8447703300598037
135003,0.8766704342058576
135021,0.8774364613750973
135101,0.8346944581340303
135102,0.907782524542045
135103,0.9256381418990052
135106,0.8192365486973776
135133,0.9258788460983842
136020,0.8772740018970804
136021,0.8602808228057733
136026,0.8659431918288387
136027,0.9347268014666354
136030,0.907503496733089
136033,0.8788889701842716
136034,0.91258793024601
136035,0.8354214890781104
136038,0.7154697154697155
136042,0.8417697777325004
136043,0.8709286232555207
136044,0.8085207332326375
136117,0.8867136072932088
136118,0.875154979467484
136119,0.9101896052410607
136128,0.9339550725498869
136129,0.8318828276508526
136130,0.9091971796829986
136131,0.9068250522613192
136132,0.9209623070831369
136135,0.9285752989857198
136136,0.8097804389821197
136156,0.8551793445393946
140001,0.8741400486758288
140101,0.7970592585792683
140102,0.6033708355136927
140103,0.7606167028750009
140108,0.8537656328153606
140109,0.46935626102292766
140110,0.617746156023668
140111,0.7638847617046792
140112,0.731416484749818
140113,0.8013826626560159
140114,0.6614117448208358
140115,0.6749999999999999
140116,0.7076788596019365
140117,0.7791874348405701
140118,0.6061231510147919
140119,0.7235840767419714
140123,0.683923073361576
140124,0.777464795859159
140125,0.7906363644500183
140126,0.8036054363685943
140133,0.6568072421276202
140201,0.7250050544693403
140301,0.7330079119919659
140306,0.7549418266567223
140307,0.7165387476788423
140308,0.7295754898696075
140401,0.7648866155213213
140405,0.5632604714126453
140406,0.9081809158404522
140407,0.5833333333333333
140412,0.7997839628177285
140413,0.30624999999999997
140417,0.8663862159043537
140501,0.8504816515335183
140506,0.3666666666666667
140507,0.7653790689956257
140601,0.6824294167282496
140602,0.6414862914862915
140603,0.7533569615699277
140604,0.7939457143130707
140701,0.8239872119875774
140702,0.8427849889852457
140802,0.6969454711954712
140901,0.6899517862052327
141001,0.8931069785963401
141002,0.8087129128512202
141003,0.9144453823257451
141006,0.7325563325563326
141007,0.8716602526912941
141008,0.9087235323272819
141010,0.8589565534215363
141012,0.8170442577270637
141013,0.9101890282765077
141014,0.7771801024721006
141015,0.8370697760703186
141016,0.8521437524681982
141017,0.7527755577755577
141101,0.6500747446567879
141102,0.7119785489851279
141103,0.6825396825396824
141104,0.7172702297702297
141105,0.6978896103896104
141106,0.0
141107,0.8409541847041847
141108,0.225
141109,0.8158455239937492
141110,0.7511531946314555
141112,0.7188786008230452
141113,0.6023892773892774
141114,0.8625970899178852
141115,0.8729671331645167
141116,0.889136045442451
141117,0.8192369034474298
141118,0.8368625497882464
141119,0.6373464912280702
141120,0.8245152513640132
141121,0.6084186646686647
141122,0.8137769637769637
141123,0.7552078243680411
141124,0.625
141125,0.6551587301587302
141126,0.7884299110948727
141201,0.4285714285714286
141202,0.8047785547785548
141203,0.0
141204,0.6664017240069872
141205,0.6414249910490513
141206,0.700491452991453
141401,0.8595177928764276
141411,0.6689569288640496
141412,0.6190476190476191
141413,0.13888888888888887
141414,0.7258578431372549
141415,0.8184523809523809
141416,0.7772451381147033
141417,0.5952380952380952
141418,0.5300627943485087
141419,0.4384920634920635
141421,0.8462281743929645
141422,0.4444444444444444
141801,0.8176786285609815
142001,0.9207415706031119
142011,0.7725790875790877
142021,0.7114128926628926
142022,0.7738355190969897
142023,0.776201923076923
142024,0.37555555555555553
142025,0.7308080808080808
142026,0.8263643796141834
142027,0.7889868301633008
142028,0.0
142029,0.6909297052154194
142030,0.6558583959899749
142031,0.44499999999999995
142032,0.7231934731934732
142033,0.815018182238535
142034,0.6673643816500958
142035,0.7172449699423383
142036,0.8333409727527373
142037,0.5843614718614718
142038,0.8427785353076896
142039,0.8133262491615457
142040,0.6734532828282829
142041,0.7242063492063492
142042,0.7922945560436577
142043,0.7797750209229657
142044,0.7035390500263596
142045,0.6328403078403079
142046,0.7044372294372294
142047,0.8477479092817741
142048,0.874050612288812
142049,0.7903126213992012
142050,0.8459213742589701
142052,0.7927439587685676
142053,0.8263459162037742
142054,0.7850207039337475
142055,0.7035418660418661
142056,0.6465898383706603
142057,0.7452592563430002
142058,0.7318939393939394
142060,0.879058904058904
143001,0.8390944023547994
143002,0.7938822714055068
143003,0.6640211640211641
143005,0.25
143006,0.55
143008,0.8445141932726227
143009,0.7045314622576744
143022,0.7038796319261257
143101,0.8198850004337558
143102,0.9118087280081913
143103,0.7387198094266406
143104,0.38888888888888884
143105,0.7426645582374987
143107,0.7446930218619396
143108,0.8690215448045029
143109,0.840103456240759
143110,0.8885093990333094
143111,0.6744676929261109
143112,0.6608418237640022
143113,0.8104612026542657
143114,0.7632782704513603
143115,0.8074264818861886
143116,0.7921821442083627
143117,0.731754527582161
143118,0.7284141784141784
143119,0.8065407278965632
143149,0.8356388269849808
143201,0.5501436063936064
143202,0.7450358999875254
143203,0.7626602564102564
143204,0.7738095238095238
143205,0.7567383383879548
143301,0.8030558820928261
143302,0.8443003323656105
143303,0.7671161699921789
143304,0.6820031805612126
143305,0.7259824840543111
143401,0.8614000882107877
143406,0.7270968728730595
143407,0.8054848484848485
143408,0.7352985824460228
143409,0.842126529079763
143410,0.8204563537636272
143411,0.8097205794933068
143412,0.7017844132550014
143413,0.7869548538125614
143414,0.7437787015419857
143415,0.867169109483575
143416,0.8997018886632566
143419,0.8085262441192286
143422,0.8108583596355335
143501,0.8567397174952319
143502,0.822466919101385
143504,0.7692225711833555
143505,0.9038479013072301
143506,0.8000406817348347
143507,0.8036867411784171
143511,0.8269225795888322
143512,0.8315104822345676
143513,0.8023694764281051
143514,0.8281127617460697
143515,0.8069157316113837
143516,0.8900121861245834
143517,0.782503537338689
143518,0.8454744270377311
143519,0.8545917068221701
143520,0.8193383546701625
143521,0.9002415309095145
143525,0.45886375062845647
143526,0.8445637614725506
143527,0.8324962759319703
143528,0.808219781025512
143529,0.7910087770806263
143530,0.8138587782862624
143531,0.7998475776540708
143532,0.7736274425895052
143533,0.5706684341299726
143534,0.7851990961538272
143601,0.8931436818403333
143602,0.7959659304234531
143603,0.6057779910721087
143604,0.8550958683412873
143605,0.7175480769230769
143606,0.8365248620653536
144001,0.8949940603553208
144002,0.9015306732708867
144003,0.8686297138528895
144004,0.9092258949222078
144005,0.88626549648724
144006,0.5777777777777778
144007,0.615182436611008
144008,0.8884588088994911
144009,0.8751955483348245
144010,0.55
144012,0.6653325432737197
144013,0.7339558194301277
144014,0.4861111111111111
144020,0.6192051412639649
144021,0.878379154721555
144022,0.8415156089738959
144023,0.749580524210871
144024,0.7647161665499865
144025,0.7654531308063917
144026,0.765678437060016
144027,0.3333333333333333
144029,0.3444444444444444
144030,0.7261904761904762
144031,0.5801587301587301
144032,0.3333333333333333
144033,0.7831575151428093
144034,0.6616161616161617
144035,0.7055555555555556
144036,0.7995255348516218
144037,0.7164351851851851
144039,0.8230576941421401
144040,0.8224988697153863
144041,0.7885076053477147
144042,0.6761363636363636
144043,0.7321428571428572
144044,0.6333333333333333
144101,0.7818839146964147
144102,0.85561184056652
144103,0.5096153846153846
144104,0.3333333333333333
144105,0.6574956609047518
144106,0.7696886446886447
144201,0.7878802782667892
144202,0.8503614082850371
144203,0.8280445034734251
144204,0.837980903564458
144205,0.8668663280814561
144206,0.3738095238095238
144207,0.8562844249196917
144208,0.8047691438995788
144209,0.4833333333333333
144210,0.8087476194829136
144211,0.8170492299629537
144212,0.6245848595848595
144213,0.6479199372056516
144214,0.7505100019805903
144216,0.7481111111111111
144221,0.8444605137568453
144222,0.7307109557109558
144223,0.63346503923427
144224,0.6901515151515151
144301,0.7101601176601177
144302,0.7083333333333333
144303,0.7904761904761906
144305,0.6515413879050242
144306,0.8079756689955673
144311,0.5
144401,0.8266971180158905
144402,0.7226391359615043
144403,0.7038095238095238
144404,0.6997549019607843
144405,0.7009639665889666
144406,0.6666666666666666
144407,0.7285714285714285
144408,0.5714285714285714
144409,0.8789669645319801
144410,0.8899550630062147
144416,0.6600529100529101
144417,0.29166666666666663
144418,0.8365384615384616
144419,0.7392857142857143
144421,0.34722222222222215
144422,0.3984126984126984
144501,0.6023809523809524
144502,0.5151515151515151
144503,0.6391885891885892
144504,0.2959183673469387
144505,0.7409565484290976
144506,0.46598440545808967
144507,0.5817460317460318
144508,0.55
144509,0.45238095238095233
144510,0.11805555555555555
144511,0.5266666666666666
144512,0.6389393939393939
144513,0.5333333333333333
144514,0.8301717007827187
144515,0.7112698339672024
144516,0.7222222222222222
144517,0.6432484182484183
144518,0.4805555555555555
144519,0.5995238095238096
144520,0.44166666666666665
144521,0.8014634016640413
144522,0.7136816578483245
144523,0.6510223718134468
144524,0.6169642857142857
144525,0.5831507034632034
144526,0.5804368471035137
144527,0.8599639950173453
144528,0.748855762400654
144529,0.686451247165533
144530,0.6270833333333333
144531,0.6375532030994215
144532,0.4628787878787879
144533,0.317283950617284
144601,0.8418979782624464
144602,0.4
144606,0.7840909090909092
144620,0.7491713711346607
144621,0.7940679203837099
144622,0.7468133201052456
144623,0.5995370370370371
144624,0.6935423423195163
144625,0.562962962962963
144626,0.8422101162172302
144628,0.8383320383320383
144629,0.7702952748091233
144630,0.7346612471968259
144631,0.37777777777777777
144632,0.6228650137741046
144633,0.8
144701,0.627920227920228
144702,0.839243745769481
144703,0.8359788359788359
144801,0.8279218633910406
144802,0.8257547742648361
144803,0.37333333333333335
144804,0.7747834918008994
144805,0.45
144806,0.6699903038138333
144819,0.635922410922411
145001,0.8066125263247278
145022,0.7343469554710326
145023,0.7874215900294221
145024,0.4083333333333334
145025,0.8237094846628961
145026,0.6723281926406927
145027,0.6840742683552048
145029,0.6411130255259809
145101,0.6962914862914863
146001,0.9051875939270921
146021,0.5791919191919191
146022,0.6438492063492064
146023,0.582415996701711
146024,0.6010195944406471
146101,0.7301831501831502
146102,0.8531908210468583
146103,0.5833333333333333
146104,0.7745723841376015
146105,0.6558974358974359
146106,0.0
146107,0.0
146108,0.35185185185185186
146109,0.5117203783870451
146110,0.7103174603174603
146111,0.7149838757733494
146112,0.7206890331890331
146113,0.7505860515664438
146114,0.3888888888888889
146115,0.45
146116,0.4920634920634921
147001,0.8374182719384643
147002,0.8273974312285968
147003,0.5244338994338995
147004,0.5944444444444444
147005,0.5357142857142857
147021,0.7739231248054778
147101,0.880433692292303
147102,0.8729716615854959
147103,0.7874833010127128
147104,0.6306070913213769
147105,0.8040728306760402
147111,0.8920383874539952
147201,0.9234771642778912
147202,0.8403302697902989
147203,0.8765768182493392
147301,0.9006752814010527
147506,0.3979591836734694
148001,0.899634596928031
148018,0.6388888888888888
148019,0.7284722222222222
148020,0.6601205122038455
148021,0.7680670865117719
148022,0.7017464678178964
148023,0.8865361094460642
148024,0.8194797212714752
148025,0.7277330431006902
148026,0.8073721217067333
148027,0.872532234720865
148028,0.8655424623154635
148029,0.7473684210526316
148030,0.8989475828220121
148031,0.8844325369338721
148033,0.9154780199318474
148034,0.8386019897934794
148035,0.8981216835807139
148100,0.8177227442444833
148101,0.8923804289513071
148102,0.8039344089848318
148103,0.8562424242424242
148104,0.8274524059597886
148105,0.8613004415993769
148106,0.805314182102578
148107,0.8229237409113629
148108,0.796694266011747
148109,0.7730975164275197
151001,0.9276075238139883
151002,0.5995726495726496
151003,0.0
151004,0.0
151005,0.8137599030719234
151101,0.8210690800872867
151102,0.774397142160137
151103,0.9012462320569179
151104,0.8154665309106098
151105,0.7882236868718667
151106,0.7668613522251966
151108,0.8309790519078444
151111,0.708623475290142
151201,0.8852370375186736
151202,0.7733458097315143
151203,0.9082704369172323
151204,0.8403236770882575
151205,0.7958287799077274
151206,0.736740802412242
151207,0.759475549104032
151208,0.612202380952381
151209,0.7500732806924757
151210,0.7373704308553829
151211,0.7301587301587302
151212,0.8039665255938913
151301,0.8796427773445962
151302,0.8266303256364619
151401,0.8817584312381291
151501,0.8614862564957113
151502,0.8376203257088827
151503,0.8790096699428466
151504,0.8034881554984812
151505,0.8058917379781292
151506,0.88350689588494
151507,0.8490308749988166
151508,0.8570759922638086
151509,0.8389241930923027
152001,0.7558597236097235
152002,0.8693491140748472
152003,0.8203951182356573
152004,0.8327922954127888
152005,0.7751623376623377
152021,0.8471964337669697
152022,0.7219926201613465
152023,0.834900824962037
152024,0.8131448028446722
152025,0.6808579119167409
152026,0.8099013365998793
152028,0.6333574758574758
152031,0.7488936264290516
152032,0.7125540455766551
152033,0.6877965210176814
152101,0.844583439090218
152107,0.8455146588810621
152112,0.7338892927683014
152113,0.7268144965971298
152114,0.734462481962482
152115,0.7445320512820512
152116,0.8404488495958099
152117,0.7573960002152015
152121,0.767599713389752
152122,0.7626738746772032
152123,0.871932290593025
152124,0.8594803431626797
152128,0.8864534968689529
152132,0.6036100210835322
160001,0.2
160002,0.8707056290121591
160003,0.7652528379772962
160004,0.0
160009,0.5222222222222223
160011,0.4920634920634921
160012,0.4833333333333333
160014,0.792501180819847
160015,0.7684126984126984
160018,0.46296296296296297
160019,0.8308222726326174
160020,0.7523245394955921
160022,0.8329229797979798
160023,0.7809005809005809
160025,0.8500624398669699
160030,0.8846936741411772
160036,0.9330257709297188
160047,0.9118028212472838
160055,0.7315329799977089
160059,0.6356532356532356
160062,0.6940678164599718
160071,0.615007215007215
160101,0.9059892627925477
160102,0.8910580171344407
160103,0.6814946261605254
160104,0.7134830447330447
171001,0.8078823432206891
171002,0.6487179487179487
171003,0.6242063492063492
171004,0.7777777777777778
171005,0.6472222222222223
171006,0.8803458113368527
171007,0.716703216374269
171008,0.0
171009,0.7169469127363864
171011,0.8277891290855687
171012,0.7331881258250427
171013,0.0
171018,0.55625
171019,0.5303030303030303
171102,0.8519047171834897
171103,0.6788359788359788
171201,0.7041331684188827
171202,0.7048214285714286
171203,0.7335164835164835
171204,0.6666666666666666
171205,0.6503816971558907
171206,0.7478837828837829
171207,0.7902378058661482
171208,0.88688360044465
171209,0.7357490875137934
171210,0.804015780965651
171211,0.7648584473996768
171212,0.675
171213,0.6397279964617426
171214,0.6726447163947163
171216,0.4444444444444444
171217,0.714900799305188
171218,0.6333333333333333
171219,0.375
171220,0.8229166666666667
171221,0.5222222222222223
171222,0.7142857142857143
171223,0.3333333333333333
171224,0.375
171225,0.6736111111111112
171226,0.7242485386553182
171301,0.35714285714285715
171302,0.8364566624370546
171304,0.8593541874791875
172001,0.7473267411643989
172002,0.6164285714285714
172021,0.0
172022,0.7722383498854087
172023,0.8277777777777778
172024,0.39999999999999997
172025,0.7203174603174604
172026,0.8398747555702444
172027,0.8947368421052632
172028,0.5111111111111111
172029,0.6666666666666666
172030,0.25
172031,0.6
172032,0.7678571428571428
172033,0.7780952380952381
172101,0.6139455782312925
172102,0.7703081232492996
172104,0.6123015873015873
172105,0.6428571428571429
172106,0.5555555555555555
172107,0.6949404761904762
172108,0.41666666666666663
172109,0.5625
172110,0.6333333333333333
172111,0.6333333333333333
172112,0.25
172113,0.0
172114,0.6158730158730159
172115,0.42857142857142855
172116,0.6287545787545787
172117,0.1111111111111111
172118,0.5952380952380952
172201,0.5177248677248678
173001,0.8756026972670219
173020,0.25
173021,0.7224488950591891
173022,0.8005985862709258
173023,0.6933084713175212
173024,0.8285116843940374
173025,0.848149976638259
173026,0.0
173027,0.8287424918454634
173028,0.6
173029,0.8298639347006691
173030,0.6682882335056248
173101,0.8142895740288286
173104,0.8294357539043529
173201,0.5
173204,0.5723684210526316
173205,0.8638912348382836
173206,0.7960322920050459
173207,0.6571428571428571
173208,0.8044725087004498
173209,0.7138104752390467
173210,0.2222222222222222
173211,0.8317994505494505
173212,0.7859314003276852
173213,0.5931601731601732
173214,0.5833333333333334
173215,0.6344404428438042
173217,0.5248701298701299
173218,0.6761294261294261
173219,0.5
173220,0.8660531138860762
173221,0.7295289855072463
173222,0.6
173223,0.4260606060606061
173225,0.5342857142857143
173229,0.5542929292929293
173233,0.5379283910533911
173234,0.5
174001,0.8790147400326639
174002,0.7371455704789037
174003,0.5795454545454546
174004,0.7649911816578484
174011,0.5723809523809524
174012,0.3333333333333333
174013,0.5703703703703703
174015,0.7516290726817042
174017,0.6879093129093129
174021,0.8458321167597941
174023,0.7231601731601731
174024,0.6212121212121212
174026,0.7610766045548654
174027,0.6506444173110839
174028,0.6785976890756302
174029,0.8307862752255329
174030,0.7822461307755425
174031,0.5344367588932806
174032,0.5802721088435374
174033,0.804519527313645
174034,0.7102172518839186
174035,0.7051948051948052
174036,0.41666666666666663
174101,0.8928872428337778
174102,0.7462626670253789
174103,0.7248861665878472
174201,0.7593795093795094
174301,0.8101809737827383
174302,0.7071428571428572
174303,0.8540669880880423
174304,0.6904761904761905
174305,0.748015873015873
174306,0.828507360031485
174307,0.6839410589410589
174308,0.6522852269562796
174310,0.6418871252204585
174311,0.6302579365079365
174312,0.5518518518518518
174314,0.5244047619047619
174315,0.8720176870057252
174316,0.31666666666666665
174317,0.5306513409961686
174319,0.5441176470588235
174320,0.16666666666666666
174321,0.7845987572005672
174401,0.838427237748754
174402,0.75
174403,0.6128787878787878
174405,0.38888888888888884
174503,0.632010582010582
174505,0.18333333333333332
175001,0.8824320088344713
175002,0.7066958640488052
175003,0.7951965674967076
175004,0.5648809523809524
175005,0.7759060183872214
175006,0.6818627450980391
175007,0.3333333333333333
175008,0.7730465338775296
175009,0.6974088411588412
175010,0.2738095238095238
175011,0.7813529932890836
175013,0.55
175015,0.16666666666666666
175017,0.0
175018,0.6676129426129426
175019,0.5218099360956504
175021,0.7709401709401709
175023,0.6414148797920727
175024,0.8450040287676157
175025,0.5661764705882353
175026,0.5026442307692308
175027,0.7939100981352033
175028,0.29761904761904756
175029,0.7448110937146025
175030,0.6253336940836941
175031,0.7595499738356881
175032,0.8395669441385554
175033,0.5557692307692308
175034,0.6968253968253968
175035,0.8851376166514086
175036,0.7287698412698412
175037,0.0
175038,0.6671428571428571
175039,0.3333333333333333
175040,0.7828114988084695
175042,0.6416666666666666
175046,0.8086394557823129
175047,0.6871717171717171
175048,0.7704816017316017
175049,0.7918643448055213
175050,0.49232804232804234
175052,0.5370370370370371
175101,0.8069602390354456
175102,0.6604509525562158
175103,0.4047619047619048
175104,0.5833333333333333
175105,0.7105413533834587
175106,0.7106547653936436
175121,0.7524952597759614
175123,0.6045622868530377
175124,0.7475840486690782
175125,0.81729534017018
175126,0.6738795112247797
175128,0.6513888888888889
175129,0.7308689299639526
175130,0.4095238095238095
175131,0.7994444444444445
175132,0.0
175134,0.8385770588544598
175136,0.6060606060606061
175138,0.5724386724386725
175139,0.2222222222222222
175141,0.6095238095238095
175142,0.2333333333333333
175143,0.5547619047619047
176001,0.8834413201281155
176021,0.7949658317727555
176022,0.8253395660258405
176023,0.8268633776152686
176025,0.7118704212454212
176026,0.6057900432900433
176027,0.7444499944499944
176028,0.6768975468975469
176029,0.7843369593369593
176030,0.49259259259259264
176031,0.7214455181328246
176032,0.7748439897698209
176033,0.655952380952381
176036,0.8346827587617061
176037,0.7328174603174603
176038,0.6571428571428571
176039,0.7666666666666666
176040,0.6702464202464203
176041,0.6821875346875347
176042,0.4966666666666667
176043,0.44166666666666665
176044,0.5
176045,0.7350508570020765
176047,0.8589801744192973
176048,0.33333333333333337
176049,0.6747835497835498
176051,0.8373057192384924
176052,0.8161757931484044
176053,0.7386710239651416
176054,0.830952380952381
176055,0.3333333333333333
176056,0.7486435304082363
176057,0.8137483749003357
176058,0.7109051899721757
176059,0.6532173966384492
176060,0.5333333333333333
